5QualifyingScene.js:493 Car Position - X: 1458, Y: 1023, Rotation: -65
QualifyingScene.js:493 Car Position - X: 2882, Y: 1182, Rotation: 124
QualifyingScene.js:493 Car Position - X: 2884, Y: 1183, Rotation: 126
QualifyingScene.js:493 Car Position - X: 2886, Y: 1184, Rotation: 128
QualifyingScene.js:493 Car Position - X: 2919, Y: 1208, Rotation: 128
QualifyingScene.js:493 Car Position - X: 2921, Y: 1209, Rotation: 128
QualifyingScene.js:493 Car Position - X: 2922, Y: 1210, Rotation: 128
QualifyingScene.js:493 Car Position - X: 2923, Y: 1211, Rotation: 128
QualifyingScene.js:493 Car Position - X: 2925, Y: 1212, Rotation: 128
QualifyingScene.js:493 Car Position - X: 2926, Y: 1214, Rotation: 128
QualifyingScene.js:493 Car Position - X: 2928, Y: 1215, Rotation: 128
3QualifyingScene.js:493 Car Position - X: 3008, Y: 1278, Rotation: 128
2QualifyingScene.js:493 Car Position - X: 3009, Y: 1279, Rotation: 128
2QualifyingScene.js:493 Car Position - X: 3010, Y: 1280, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3011, Y: 1281, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3012, Y: 1281, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3013, Y: 1282, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3020, Y: 1287, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3021, Y: 1288, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3022, Y: 1289, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3023, Y: 1290, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3024, Y: 1291, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3026, Y: 1292, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3027, Y: 1293, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3037, Y: 1301, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3038, Y: 1302, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3040, Y: 1304, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3042, Y: 1305, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3044, Y: 1306, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3046, Y: 1308, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3048, Y: 1309, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3050, Y: 1311, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3052, Y: 1313, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3072, Y: 1328, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3074, Y: 1330, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3076, Y: 1332, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3078, Y: 1333, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3081, Y: 1335, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3083, Y: 1337, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3085, Y: 1339, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3088, Y: 1341, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3091, Y: 1343, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3107, Y: 1356, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3110, Y: 1358, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3113, Y: 1360, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3115, Y: 1363, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3118, Y: 1365, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3121, Y: 1367, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3124, Y: 1370, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3127, Y: 1372, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3131, Y: 1375, Rotation: 128
QualifyingScene.js:493 Car Position - X: 3144, Y: 1385, Rotation: 126
QualifyingScene.js:493 Car Position - X: 3147, Y: 1388, Rotation: 124
QualifyingScene.js:493 Car Position - X: 3151, Y: 1390, Rotation: 121
QualifyingScene.js:493 Car Position - X: 3153, Y: 1392, Rotation: 119
QualifyingScene.js:493 Car Position - X: 3156, Y: 1395, Rotation: 117
QualifyingScene.js:493 Car Position - X: 3159, Y: 1397, Rotation: 114
QualifyingScene.js:493 Car Position - X: 3209, Y: 1436, Rotation: 117
QualifyingScene.js:493 Car Position - X: 3211, Y: 1437, Rotation: 119
QualifyingScene.js:493 Car Position - X: 3212, Y: 1438, Rotation: 121
QualifyingScene.js:493 Car Position - X: 3213, Y: 1439, Rotation: 124
QualifyingScene.js:493 Car Position - X: 3215, Y: 1441, Rotation: 126
QualifyingScene.js:493 Car Position - X: 3242, Y: 1462, Rotation: 129
QualifyingScene.js:493 Car Position - X: 3243, Y: 1462, Rotation: 131
QualifyingScene.js:493 Car Position - X: 3243, Y: 1463, Rotation: 133
QualifyingScene.js:493 Car Position - X: 3244, Y: 1463, Rotation: 136
QualifyingScene.js:493 Car Position - X: 3245, Y: 1464, Rotation: 138
QualifyingScene.js:493 Car Position - X: 3246, Y: 1465, Rotation: 141
QualifyingScene.js:493 Car Position - X: 3251, Y: 1469, Rotation: 143
QualifyingScene.js:493 Car Position - X: 3251, Y: 1469, Rotation: 146
QualifyingScene.js:493 Car Position - X: 3252, Y: 1469, Rotation: 148
QualifyingScene.js:493 Car Position - X: 3252, Y: 1470, Rotation: 151
QualifyingScene.js:493 Car Position - X: 3253, Y: 1470, Rotation: 153
QualifyingScene.js:493 Car Position - X: 3253, Y: 1470, Rotation: 155
QualifyingScene.js:493 Car Position - X: 3254, Y: 1471, Rotation: 158
QualifyingScene.js:493 Car Position - X: 3258, Y: 1474, Rotation: 160
QualifyingScene.js:493 Car Position - X: 3258, Y: 1475, Rotation: 163
QualifyingScene.js:493 Car Position - X: 3259, Y: 1475, Rotation: 165
QualifyingScene.js:493 Car Position - X: 3259, Y: 1475, Rotation: 168
QualifyingScene.js:493 Car Position - X: 3259, Y: 1475, Rotation: 170
2QualifyingScene.js:493 Car Position - X: 3259, Y: 1476, Rotation: 170
QualifyingScene.js:493 Car Position - X: 3259, Y: 1477, Rotation: 170
2QualifyingScene.js:493 Car Position - X: 3260, Y: 1478, Rotation: 170
QualifyingScene.js:493 Car Position - X: 3260, Y: 1479, Rotation: 170
QualifyingScene.js:493 Car Position - X: 3261, Y: 1488, Rotation: 170
QualifyingScene.js:493 Car Position - X: 3262, Y: 1489, Rotation: 170
QualifyingScene.js:493 Car Position - X: 3262, Y: 1490, Rotation: 170
QualifyingScene.js:493 Car Position - X: 3262, Y: 1491, Rotation: 170
QualifyingScene.js:493 Car Position - X: 3262, Y: 1493, Rotation: 170
QualifyingScene.js:493 Car Position - X: 3263, Y: 1494, Rotation: 170
QualifyingScene.js:493 Car Position - X: 3263, Y: 1496, Rotation: 170
QualifyingScene.js:493 Car Position - X: 3263, Y: 1498, Rotation: 170
QualifyingScene.js:493 Car Position - X: 3263, Y: 1500, Rotation: 170
QualifyingScene.js:493 Car Position - X: 3266, Y: 1512, Rotation: 170
QualifyingScene.js:493 Car Position - X: 3266, Y: 1514, Rotation: 170
QualifyingScene.js:493 Car Position - X: 3266, Y: 1516, Rotation: 170
QualifyingScene.js:493 Car Position - X: 3267, Y: 1518, Rotation: 170
QualifyingScene.js:493 Car Position - X: 3267, Y: 1520, Rotation: 170
QualifyingScene.js:493 Car Position - X: 3268, Y: 1523, Rotation: 170
QualifyingScene.js:493 Car Position - X: 3268, Y: 1525, Rotation: 170
QualifyingScene.js:493 Car Position - X: 3268, Y: 1528, Rotation: 170
QualifyingScene.js:493 Car Position - X: 3269, Y: 1531, Rotation: 172
QualifyingScene.js:493 Car Position - X: 3269, Y: 1534, Rotation: 175
QualifyingScene.js:493 Car Position - X: 3270, Y: 1537, Rotation: 177
QualifyingScene.js:493 Car Position - X: 3270, Y: 1540, Rotation: 179
QualifyingScene.js:493 Car Position - X: 3270, Y: 1543, Rotation: -178
QualifyingScene.js:493 Car Position - X: 3270, Y: 1546, Rotation: -176
QualifyingScene.js:493 Car Position - X: 3270, Y: 1549, Rotation: -174
QualifyingScene.js:493 Car Position - X: 3270, Y: 1552, Rotation: -171
QualifyingScene.js:493 Car Position - X: 3270, Y: 1555, Rotation: -169
QualifyingScene.js:493 Car Position - X: 3268, Y: 1577, Rotation: -167
QualifyingScene.js:493 Car Position - X: 3268, Y: 1579, Rotation: -164
QualifyingScene.js:493 Car Position - X: 3268, Y: 1582, Rotation: -162
QualifyingScene.js:493 Car Position - X: 3268, Y: 1584, Rotation: -160
QualifyingScene.js:493 Car Position - X: 3268, Y: 1586, Rotation: -157
QualifyingScene.js:493 Car Position - X: 3267, Y: 1588, Rotation: -155
QualifyingScene.js:493 Car Position - X: 3267, Y: 1590, Rotation: -152
QualifyingScene.js:493 Car Position - X: 3267, Y: 1592, Rotation: -150
QualifyingScene.js:493 Car Position - X: 3267, Y: 1594, Rotation: -148
QualifyingScene.js:493 Car Position - X: 3267, Y: 1596, Rotation: -145
QualifyingScene.js:493 Car Position - X: 3267, Y: 1597, Rotation: -143
QualifyingScene.js:493 Car Position - X: 3267, Y: 1599, Rotation: -141
QualifyingScene.js:493 Car Position - X: 3267, Y: 1601, Rotation: -138
QualifyingScene.js:493 Car Position - X: 3267, Y: 1602, Rotation: -136
QualifyingScene.js:493 Car Position - X: 3266, Y: 1603, Rotation: -133
QualifyingScene.js:493 Car Position - X: 3266, Y: 1605, Rotation: -131
QualifyingScene.js:493 Car Position - X: 3266, Y: 1606, Rotation: -129
QualifyingScene.js:493 Car Position - X: 3266, Y: 1607, Rotation: -126
QualifyingScene.js:493 Car Position - X: 3266, Y: 1609, Rotation: -124
QualifyingScene.js:493 Car Position - X: 3266, Y: 1610, Rotation: -121
QualifyingScene.js:493 Car Position - X: 3266, Y: 1611, Rotation: -119
QualifyingScene.js:493 Car Position - X: 3266, Y: 1612, Rotation: -116
QualifyingScene.js:493 Car Position - X: 3265, Y: 1628, Rotation: -116
QualifyingScene.js:493 Car Position - X: 3265, Y: 1629, Rotation: -116
QualifyingScene.js:493 Car Position - X: 3264, Y: 1629, Rotation: -116
QualifyingScene.js:493 Car Position - X: 3263, Y: 1630, Rotation: -116
QualifyingScene.js:493 Car Position - X: 3262, Y: 1630, Rotation: -116
QualifyingScene.js:493 Car Position - X: 3261, Y: 1631, Rotation: -116
QualifyingScene.js:493 Car Position - X: 3260, Y: 1631, Rotation: -116
QualifyingScene.js:493 Car Position - X: 3259, Y: 1632, Rotation: -116
QualifyingScene.js:493 Car Position - X: 3257, Y: 1633, Rotation: -116
QualifyingScene.js:493 Car Position - X: 3256, Y: 1633, Rotation: -116
QualifyingScene.js:493 Car Position - X: 3254, Y: 1634, Rotation: -116
QualifyingScene.js:493 Car Position - X: 3253, Y: 1635, Rotation: -116
QualifyingScene.js:493 Car Position - X: 3251, Y: 1636, Rotation: -114
QualifyingScene.js:493 Car Position - X: 3249, Y: 1637, Rotation: -112
QualifyingScene.js:493 Car Position - X: 3247, Y: 1638, Rotation: -109
QualifyingScene.js:493 Car Position - X: 3245, Y: 1639, Rotation: -107
QualifyingScene.js:493 Car Position - X: 3243, Y: 1639, Rotation: -105
QualifyingScene.js:493 Car Position - X: 3240, Y: 1640, Rotation: -102
QualifyingScene.js:493 Car Position - X: 3238, Y: 1641, Rotation: -100
QualifyingScene.js:493 Car Position - X: 3236, Y: 1641, Rotation: -98
QualifyingScene.js:493 Car Position - X: 3233, Y: 1642, Rotation: -98
QualifyingScene.js:493 Car Position - X: 3231, Y: 1642, Rotation: -98
QualifyingScene.js:493 Car Position - X: 3228, Y: 1642, Rotation: -98
QualifyingScene.js:493 Car Position - X: 3174, Y: 1650, Rotation: -98
QualifyingScene.js:493 Car Position - X: 3172, Y: 1650, Rotation: -95
QualifyingScene.js:493 Car Position - X: 3170, Y: 1650, Rotation: -93
QualifyingScene.js:493 Car Position - X: 3168, Y: 1650, Rotation: -91
QualifyingScene.js:493 Car Position - X: 3166, Y: 1650, Rotation: -88
QualifyingScene.js:493 Car Position - X: 3164, Y: 1650, Rotation: -86
QualifyingScene.js:493 Car Position - X: 3162, Y: 1650, Rotation: -83
QualifyingScene.js:493 Car Position - X: 3159, Y: 1650, Rotation: -83
QualifyingScene.js:493 Car Position - X: 3124, Y: 1646, Rotation: -83
QualifyingScene.js:493 Car Position - X: 3122, Y: 1646, Rotation: -83
QualifyingScene.js:493 Car Position - X: 3120, Y: 1646, Rotation: -83
QualifyingScene.js:493 Car Position - X: 3118, Y: 1645, Rotation: -83
QualifyingScene.js:493 Car Position - X: 3116, Y: 1645, Rotation: -83
QualifyingScene.js:493 Car Position - X: 3113, Y: 1645, Rotation: -83
QualifyingScene.js:493 Car Position - X: 3111, Y: 1645, Rotation: -83
QualifyingScene.js:493 Car Position - X: 3108, Y: 1644, Rotation: -83
QualifyingScene.js:493 Car Position - X: 3106, Y: 1644, Rotation: -83
QualifyingScene.js:493 Car Position - X: 3067, Y: 1640, Rotation: -83
QualifyingScene.js:493 Car Position - X: 3065, Y: 1639, Rotation: -83
QualifyingScene.js:493 Car Position - X: 3062, Y: 1639, Rotation: -83
QualifyingScene.js:493 Car Position - X: 3060, Y: 1639, Rotation: -83
QualifyingScene.js:493 Car Position - X: 3057, Y: 1638, Rotation: -83
QualifyingScene.js:493 Car Position - X: 3055, Y: 1638, Rotation: -84
QualifyingScene.js:493 Car Position - X: 3052, Y: 1638, Rotation: -84
QualifyingScene.js:493 Car Position - X: 3049, Y: 1638, Rotation: -84
QualifyingScene.js:493 Car Position - X: 3046, Y: 1637, Rotation: -84
QualifyingScene.js:493 Car Position - X: 3043, Y: 1637, Rotation: -84
QualifyingScene.js:493 Car Position - X: 3039, Y: 1636, Rotation: -84
QualifyingScene.js:493 Car Position - X: 3036, Y: 1636, Rotation: -84
QualifyingScene.js:493 Car Position - X: 3033, Y: 1636, Rotation: -84
QualifyingScene.js:493 Car Position - X: 3029, Y: 1635, Rotation: -84
QualifyingScene.js:493 Car Position - X: 3025, Y: 1635, Rotation: -84
QualifyingScene.js:493 Car Position - X: 3021, Y: 1634, Rotation: -84
QualifyingScene.js:493 Car Position - X: 3017, Y: 1634, Rotation: -84
QualifyingScene.js:493 Car Position - X: 3013, Y: 1633, Rotation: -84
QualifyingScene.js:493 Car Position - X: 3009, Y: 1633, Rotation: -84
QualifyingScene.js:493 Car Position - X: 3005, Y: 1633, Rotation: -84
QualifyingScene.js:493 Car Position - X: 3000, Y: 1632, Rotation: -84
QualifyingScene.js:493 Car Position - X: 2996, Y: 1631, Rotation: -84
QualifyingScene.js:493 Car Position - X: 2991, Y: 1631, Rotation: -84
QualifyingScene.js:493 Car Position - X: 2986, Y: 1630, Rotation: -84
QualifyingScene.js:493 Car Position - X: 2981, Y: 1630, Rotation: -84
QualifyingScene.js:493 Car Position - X: 2976, Y: 1629, Rotation: -84
QualifyingScene.js:493 Car Position - X: 2971, Y: 1629, Rotation: -81
QualifyingScene.js:493 Car Position - X: 2966, Y: 1628, Rotation: -79
QualifyingScene.js:493 Car Position - X: 2960, Y: 1627, Rotation: -77
QualifyingScene.js:493 Car Position - X: 2955, Y: 1626, Rotation: -75
QualifyingScene.js:493 Car Position - X: 2950, Y: 1625, Rotation: -75
QualifyingScene.js:493 Car Position - X: 2945, Y: 1624, Rotation: -75
QualifyingScene.js:493 Car Position - X: 2940, Y: 1622, Rotation: -75
QualifyingScene.js:493 Car Position - X: 2898, Y: 1611, Rotation: -72
QualifyingScene.js:493 Car Position - X: 2893, Y: 1610, Rotation: -70
QualifyingScene.js:493 Car Position - X: 2889, Y: 1608, Rotation: -68
QualifyingScene.js:493 Car Position - X: 2884, Y: 1606, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2879, Y: 1605, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2875, Y: 1603, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2870, Y: 1600, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2758, Y: 1550, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2755, Y: 1549, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2752, Y: 1548, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2750, Y: 1546, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2747, Y: 1545, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2743, Y: 1544, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2740, Y: 1542, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2737, Y: 1541, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2733, Y: 1539, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2730, Y: 1537, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2692, Y: 1520, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2688, Y: 1519, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2685, Y: 1517, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2682, Y: 1516, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2679, Y: 1514, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2675, Y: 1513, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2647, Y: 1500, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2643, Y: 1499, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2640, Y: 1497, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2637, Y: 1496, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2633, Y: 1494, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2629, Y: 1492, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2626, Y: 1491, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2622, Y: 1489, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2618, Y: 1487, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2593, Y: 1476, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2589, Y: 1474, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2585, Y: 1473, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2581, Y: 1471, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2577, Y: 1469, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2573, Y: 1467, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2569, Y: 1465, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2564, Y: 1463, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2559, Y: 1461, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2555, Y: 1459, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2550, Y: 1457, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2545, Y: 1455, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2540, Y: 1452, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2535, Y: 1450, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2448, Y: 1411, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2444, Y: 1410, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2441, Y: 1408, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2437, Y: 1406, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2433, Y: 1404, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2428, Y: 1403, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2424, Y: 1401, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2420, Y: 1399, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2415, Y: 1397, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2411, Y: 1395, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2406, Y: 1393, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2401, Y: 1390, Rotation: -66
QualifyingScene.js:493 Car Position - X: 2309, Y: 1349, Rotation: -64
QualifyingScene.js:493 Car Position - X: 2306, Y: 1348, Rotation: -61
QualifyingScene.js:493 Car Position - X: 2303, Y: 1347, Rotation: -59
QualifyingScene.js:493 Car Position - X: 2300, Y: 1345, Rotation: -57
QualifyingScene.js:493 Car Position - X: 2297, Y: 1344, Rotation: -54
QualifyingScene.js:493 Car Position - X: 2294, Y: 1343, Rotation: -52
QualifyingScene.js:493 Car Position - X: 2292, Y: 1342, Rotation: -50
QualifyingScene.js:493 Car Position - X: 2289, Y: 1340, Rotation: -47
QualifyingScene.js:493 Car Position - X: 2286, Y: 1339, Rotation: -45
QualifyingScene.js:493 Car Position - X: 2249, Y: 1323, Rotation: -45
QualifyingScene.js:493 Car Position - X: 2248, Y: 1322, Rotation: -45
QualifyingScene.js:493 Car Position - X: 2246, Y: 1321, Rotation: -45
QualifyingScene.js:493 Car Position - X: 2245, Y: 1319, Rotation: -45
QualifyingScene.js:493 Car Position - X: 2244, Y: 1318, Rotation: -45
QualifyingScene.js:493 Car Position - X: 2242, Y: 1316, Rotation: -45
QualifyingScene.js:493 Car Position - X: 2240, Y: 1315, Rotation: -45
QualifyingScene.js:493 Car Position - X: 2239, Y: 1313, Rotation: -45
QualifyingScene.js:493 Car Position - X: 2237, Y: 1311, Rotation: -45
QualifyingScene.js:493 Car Position - X: 2235, Y: 1309, Rotation: -45
QualifyingScene.js:493 Car Position - X: 2233, Y: 1307, Rotation: -45
QualifyingScene.js:493 Car Position - X: 2231, Y: 1305, Rotation: -45
QualifyingScene.js:493 Car Position - X: 2229, Y: 1303, Rotation: -45
QualifyingScene.js:493 Car Position - X: 2229, Y: 1301, Rotation: -45
2QualifyingScene.js:493 Car Position - X: 2229, Y: 1300, Rotation: -45
7QualifyingScene.js:493 Car Position - X: 2229, Y: 1299, Rotation: -45
QualifyingScene.js:493 Car Position - X: 2229, Y: 1297, Rotation: -48
QualifyingScene.js:493 Car Position - X: 2229, Y: 1296, Rotation: -50
QualifyingScene.js:493 Car Position - X: 2229, Y: 1296, Rotation: -53
QualifyingScene.js:493 Car Position - X: 2229, Y: 1296, Rotation: -55
QualifyingScene.js:493 Car Position - X: 2229, Y: 1296, Rotation: -58
QualifyingScene.js:493 Car Position - X: 2229, Y: 1296, Rotation: -60
QualifyingScene.js:493 Car Position - X: 2229, Y: 1296, Rotation: -63
QualifyingScene.js:493 Car Position - X: 2229, Y: 1296, Rotation: -65
QualifyingScene.js:493 Car Position - X: 2229, Y: 1296, Rotation: -67
19QualifyingScene.js:493 Car Position - X: 2229, Y: 1296, Rotation: -70
9QualifyingScene.js:493 Car Position - X: 2229, Y: 1295, Rotation: -70
20QualifyingScene.js:493 Car Position - X: 2229, Y: 1294, Rotation: -70
QualifyingScene.js:493 Car Position - X: 2229, Y: 1294, Rotation: -68
QualifyingScene.js:493 Car Position - X: 2229, Y: 1294, Rotation: -65
QualifyingScene.js:493 Car Position - X: 2229, Y: 1294, Rotation: -63
QualifyingScene.js:493 Car Position - X: 2229, Y: 1294, Rotation: -60
QualifyingScene.js:493 Car Position - X: 2229, Y: 1294, Rotation: -58
QualifyingScene.js:493 Car Position - X: 2229, Y: 1294, Rotation: -56
QualifyingScene.js:493 Car Position - X: 2229, Y: 1294, Rotation: -53
QualifyingScene.js:493 Car Position - X: 2229, Y: 1294, Rotation: -51
QualifyingScene.js:493 Car Position - X: 2229, Y: 1294, Rotation: -48
QualifyingScene.js:493 Car Position - X: 2229, Y: 1294, Rotation: -46
QualifyingScene.js:493 Car Position - X: 2229, Y: 1294, Rotation: -43
QualifyingScene.js:493 Car Position - X: 2229, Y: 1294, Rotation: -41
QualifyingScene.js:493 Car Position - X: 2229, Y: 1294, Rotation: -38
QualifyingScene.js:493 Car Position - X: 2229, Y: 1294, Rotation: -36
QualifyingScene.js:493 Car Position - X: 2229, Y: 1294, Rotation: -33
QualifyingScene.js:493 Car Position - X: 2229, Y: 1293, Rotation: -31
QualifyingScene.js:493 Car Position - X: 2229, Y: 1293, Rotation: -28
QualifyingScene.js:493 Car Position - X: 2229, Y: 1293, Rotation: -26
QualifyingScene.js:493 Car Position - X: 2229, Y: 1293, Rotation: -23
QualifyingScene.js:493 Car Position - X: 2229, Y: 1293, Rotation: -21
QualifyingScene.js:493 Car Position - X: 2229, Y: 1293, Rotation: -18
QualifyingScene.js:493 Car Position - X: 2229, Y: 1292, Rotation: -16
QualifyingScene.js:493 Car Position - X: 2229, Y: 1292, Rotation: -14
QualifyingScene.js:493 Car Position - X: 2229, Y: 1292, Rotation: -11
QualifyingScene.js:493 Car Position - X: 2229, Y: 1292, Rotation: -9
QualifyingScene.js:493 Car Position - X: 2229, Y: 1292, Rotation: -6
QualifyingScene.js:493 Car Position - X: 2229, Y: 1291, Rotation: -4
QualifyingScene.js:493 Car Position - X: 2229, Y: 1291, Rotation: -1
QualifyingScene.js:493 Car Position - X: 2229, Y: 1291, Rotation: 1
QualifyingScene.js:493 Car Position - X: 2229, Y: 1291, Rotation: 4
QualifyingScene.js:493 Car Position - X: 2229, Y: 1291, Rotation: 6
QualifyingScene.js:493 Car Position - X: 2229, Y: 1290, Rotation: 9
QualifyingScene.js:493 Car Position - X: 2229, Y: 1290, Rotation: 11
QualifyingScene.js:493 Car Position - X: 2229, Y: 1289, Rotation: 14
QualifyingScene.js:493 Car Position - X: 2229, Y: 1289, Rotation: 16
QualifyingScene.js:493 Car Position - X: 2229, Y: 1288, Rotation: 18
QualifyingScene.js:493 Car Position - X: 2229, Y: 1287, Rotation: 21
QualifyingScene.js:493 Car Position - X: 2230, Y: 1287, Rotation: 23
QualifyingScene.js:493 Car Position - X: 2230, Y: 1286, Rotation: 26
QualifyingScene.js:493 Car Position - X: 2230, Y: 1285, Rotation: 28
QualifyingScene.js:493 Car Position - X: 2231, Y: 1284, Rotation: 31
QualifyingScene.js:493 Car Position - X: 2231, Y: 1283, Rotation: 33
QualifyingScene.js:493 Car Position - X: 2232, Y: 1282, Rotation: 35
QualifyingScene.js:493 Car Position - X: 2233, Y: 1280, Rotation: 38
QualifyingScene.js:493 Car Position - X: 2234, Y: 1279, Rotation: 40
QualifyingScene.js:493 Car Position - X: 2235, Y: 1278, Rotation: 43
QualifyingScene.js:493 Car Position - X: 2236, Y: 1277, Rotation: 45
QualifyingScene.js:493 Car Position - X: 2237, Y: 1276, Rotation: 47
QualifyingScene.js:493 Car Position - X: 2238, Y: 1274, Rotation: 50
QualifyingScene.js:493 Car Position - X: 2239, Y: 1273, Rotation: 52
QualifyingScene.js:493 Car Position - X: 2241, Y: 1272, Rotation: 54
QualifyingScene.js:493 Car Position - X: 2242, Y: 1271, Rotation: 57
QualifyingScene.js:493 Car Position - X: 2244, Y: 1269, Rotation: 57
QualifyingScene.js:493 Car Position - X: 2246, Y: 1268, Rotation: 57
QualifyingScene.js:493 Car Position - X: 2248, Y: 1267, Rotation: 57
QualifyingScene.js:493 Car Position - X: 2263, Y: 1257, Rotation: 54
QualifyingScene.js:493 Car Position - X: 2265, Y: 1256, Rotation: 52
QualifyingScene.js:493 Car Position - X: 2266, Y: 1255, Rotation: 50
QualifyingScene.js:493 Car Position - X: 2268, Y: 1254, Rotation: 47
QualifyingScene.js:493 Car Position - X: 2270, Y: 1253, Rotation: 45
QualifyingScene.js:493 Car Position - X: 2271, Y: 1252, Rotation: 43
QualifyingScene.js:493 Car Position - X: 2273, Y: 1251, Rotation: 40
QualifyingScene.js:493 Car Position - X: 2274, Y: 1250, Rotation: 38
QualifyingScene.js:493 Car Position - X: 2275, Y: 1249, Rotation: 35
QualifyingScene.js:493 Car Position - X: 2277, Y: 1248, Rotation: 33
QualifyingScene.js:493 Car Position - X: 2278, Y: 1247, Rotation: 31
QualifyingScene.js:493 Car Position - X: 2279, Y: 1246, Rotation: 28
QualifyingScene.js:493 Car Position - X: 2280, Y: 1246, Rotation: 26
